RefSeq	Log2_FC	logCPM	LR	Pval	Padj	Chr	Strand	Start	End	Symbol	txLength	countLength	WL650_none_aortic_HAoEC_none_hsap_1487_Basal_TCAG1Aligned_uniq_sortedByReadname.bam	WL647_none_aortic_HAoEC_none_hsap_2139_Basal_TCAG1Aligned_uniq_sortedByReadname.bam	WL649_none_aortic_HAoEC_none_hsap_1487_TNFa.DMSO_TCAG1Aligned_uniq_sortedByReadname.bam	WL645_none_aortic_HAoEC_none_hsap_2139_TNFa.DMSO_TCAG1Aligned_uniq_sortedByReadname.bam
NM_001286159	2.25624913255643e-16	-0.46263889223677	0	1	1	chr11	+	85566143	85631063	CCDC83	64920	62537	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_001286164	2.25624913255643e-16	-0.46263889223677	0	1	1	chr1	-	176826440	177134040	ASTN1	307600	295576	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_001286198	-0.940133660441623	3.78130896086834	1.06112913081842	0.302957797641768	1	chr12	-	121440224	121454305	C12orf43	14081	11170	4.18360536003459	3.65211170259054	4.2415626454255	1.62599823271024
NM_001286199	-0.227256884459084	6.76859779652202	0.0893908616296883	0.76495298176972	1	chr6	+	155054511	155155378	SCAF8	100867	95616	6.71476615057423	7.01442443096851	6.59952530650861	6.67594527126105
NM_001286209	-0.730168367982296	2.96192599338089	0.72364690933789	0.394950256026676	1	chr16	+	90086036	90111379	GAS8	25343	19034	3.90948623795495	1.79242130281471	2.98120713307095	1.31463082494325
NM_001286237	2.25624913255643e-16	-0.46263889223677	0	1	1	chr12	-	7965107	8043792	SLC2A14	78685	73857	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_001286239	-0.795055921452506	3.91900703850077	0.973138027760135	0.323898808838158	1	chr1	-	48761043	48937880	SPATA6	176837	169552	4.27431226924001	4.08380556560834	3.79343560192535	2.97818013208716
NM_001286250	2.25624913255643e-16	-0.46263889223677	0	1	1	chr6	+	97372495	97588630	KLHL32	216135	211857	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_001286257	4.40100246500472	0.286432227936065	4.88745914431498	0.0270524710651242	0.280001175066271	chr12	-	57637237	57644976	STAC3	7739	6015	-3.46263706015573	-3.46263706015573	-3.46263706015573	0.917024476550475
NM_001286264	-0.843513238113737	4.45161726350932	1.13996692871398	0.285659315754566	1	chr6	+	24403135	24426422	MRS2	23287	18132	4.84720191255619	4.68523431995249	3.79343560192535	4.0503169429597
NM_001286274	2.99924200564318	1.58345801157711	6.48603343977509	0.0108725310831192	0.149270611415183	chr6	+	56911329	56920037	KIAA1586	8708	4077	-3.46263706015573	0.141017362403498	0.946623397531802	2.60464207398073
NM_001286277	-0.0556145158220245	6.78688821423368	0.00483104642604815	0.944587072245394	1	chr13	-	113139318	113242499	TUBGCP3	103181	97996	7.16548832771922	6.38214829568976	6.53669772400911	6.89875865684945
NM_001286351	2.25624913255643e-16	-0.46263889223677	0	1	1	chr6	-	168693509	168720434	DACT2	26925	22702	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_001286353	2.25624913255643e-16	-0.46263889223677	0	1	1	chr1	+	114522012	114524876	OLFML3	2864	420	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_001286355	2.25624913255643e-16	-0.46263889223677	0	1	1	chr6	-	117113247	117150220	GPRC6A	36973	34091	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_001286366	-0.468292598998027	7.44857614802897	0.359413084282897	0.548832374248697	1	chr1	+	36621565	36646451	MAP7D1	24886	21207	7.30111226138197	7.96800941410632	7.26163336574346	7.07258109738923
NM_001286372	-0.788259493792348	6.45814343132419	0.959504430277963	0.327311767808845	1	chr6	+	142468298	142542085	VTA1	73787	68654	6.56709395750003	6.95682706251372	6.35440970891832	5.59466439308055
NM_001286373	0.641150337326414	2.45390258266805	0.0341695709869523	0.853346586372095	1	chr1	+	161195728	161200536	TOMM40L	4808	1774	2.75973923866852	-3.46263706015573	-3.46263706015573	3.59384426225265
NM_001286375	2.25624913255643e-16	-0.46263889223677	0	1	1	chr16	+	31366454	31394318	ITGAX	27864	20697	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_001286378	2.25624913255643e-16	-0.46263889223677	0	1	1	chr1	+	166944818	166991449	MAEL	46631	43680	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_001286379	-0.154028897531529	7.25676647954484	0.0408665706199152	0.839795693496265	1	chr6	+	170599790	170716159	FAM120B	116369	107489	7.587195155632	6.93710535435497	7.63595729271268	6.57981821842697
NM_001286389	2.25624913255643e-16	-0.46263889223677	0	1	1	chr14	-	105057200	105071097	TMEM179	13897	9477	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_001286398	0.0763012273063763	8.64910256411262	0.00933959474650692	0.923011035933359	1	chr6	+	125283690	125407484	RNF217	123794	118299	8.6218228396898	8.47012732255104	9.21268694963585	8.03137504693763
NM_001286399	2.25624913255643e-16	-0.46263889223677	0	1	1	chr14	+	105046020	105056184	C14orf180	10164	7528	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_001286401	1.8971124214283	7.67228607354403	5.47593962186627	0.0192799933124227	0.223361048528972	chr6	-	37179953	37225931	TMEM217	45978	41010	6.1624466016864	6.65268105434258	8.54453807831978	8.06565647509207
NM_001286414	-6.49096372391735	1.34827690773695	11.5139882522141	0.000690744169211251	0.0232286244451682	chr15	+	43663256	43699293	TUBGCP4	36037	11214	-3.46263706015573	2.84288493945197	-3.46263706015573	-3.46263706015573
NM_001286420	-6.26466607761308	1.20625439027284	12.0995415261751	0.000504342224458012	0.0193296658968563	chr15	+	34517197	34522366	EMC4	5169	1771	-0.189633216625142	2.45625626573677	-3.46263706015573	-3.46263706015573
NM_001286428	0.654624077961186	5.68430997951598	0.688299082086989	0.406743529162029	1	chr6	-	89319615	89673348	RNGTT	353733	345619	4.88607480283146	5.67318291336419	5.96663295781324	5.90707554021614
NM_001286434	-2.26865984690084	0.61288700505709	2.15535534399843	0.142073571321914	0.815319282967891	chr15	+	74165926	74181556	TBC1D21	15630	14381	-3.46263706015573	1.47990704456061	-0.86283855411519	-3.46263706015573
NM_001286436	-1.40823966787306	1.98102558485136	2.06783650534834	0.150434793539902	0.822823706985014	chr16	+	446754	450754	NME4	4000	952	1.03984765994912	2.90916980904901	0.0129717568137732	1.31463082494325
NM_001286446	2.97537645131	-0.163648207368394	2.11193730217011	0.146154188117843	0.818094281611698	chr6	-	24839594	25042396	FAM65B	202802	197439	-3.46263706015573	-3.46263706015573	-3.46263706015573	-0.535588561082909
NM_001286449	1.00519361221972	2.69125996228618	0.831751149671578	0.361766654134755	1	chr15	+	56657621	56738195	TEX9	80574	74160	-1.04761283822678	3.35197572825863	2.36218717373418	2.86408618130462
NM_001286479	-0.40091753161299	4.46030244825274	0.191411219319434	0.661744658310427	1	chr15	+	32907344	32932150	ARHGAP11A	24806	18532	4.11980232884359	4.87960703560859	4.83586185930889	3.36129038672394
NM_001286487	0.246658259894492	5.62352158872276	0.10328348334393	0.747924348593791	1	chr15	-	42502649	42565782	TMEM87A	63133	56378	5.38388173750929	5.56426268075997	5.7863396954483	5.65595209831982
NM_001286488	-1.05725351130905	5.01251313023453	1.83655539530521	0.175355213162522	0.892801118187236	chr6	+	10747991	10760006	TMEM14B	12015	9627	5.67775038460479	5.09425869967581	4.66360833826587	3.99717571352648
NM_001286491	0.0862391317043045	8.38708540922797	0.0130553598717897	0.909031647586813	1	chr15	-	44162958	44487492	FRMD5	324534	316089	8.17094733908545	8.49056689869429	8.24164309007163	8.59229290978604
NM_001286504	-0.582213088369796	4.59363003896822	0.503356602447923	0.478028961479671	1	chr13	-	31709110	31736525	HSPH1	27415	18696	4.44022419985419	5.12247335724964	4.46796391645378	3.94200193634407
NM_001286511	1.60830338177132	1.89812469969827	1.07458732537441	0.299911571710871	1	chr6	-	44221837	44225627	SLC35B2	3790	1425	1.85927510189709	-3.46263706015573	0.554042764281573	2.8034668967251
NM_001286524	-0.160007538001512	2.5979043898858	0.0343827763950508	0.852894970001954	1	chr6	+	126660934	126670021	CENPW	9087	7907	2.91816857851168	2.04914551736212	2.36218717373418	2.2880827294268
NM_001286526	-0.363903072358577	6.91088028972471	0.229791816560665	0.631678236340302	1	chr16	-	30845361	30905623	BCL7C	60262	56948	7.01577919049485	7.13011332429196	6.7175238304603	6.70108706477252
NM_001286527	2.25624913255643e-16	-0.46263889223677	0	1	1	chr16	+	84402128	84497793	ATP2C2	95665	89366	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_001286532	0.682750664449882	-0.0287951754306331	0.158917575495062	0.690155039873365	1	chr12	+	110940004	110969891	RAD9B	29887	25848	-3.46263706015573	-1.2242082100339	-3.46263706015573	-0.535588561082909
NM_001286549	1.05804191800969	1.41402121631764	0.830563980983654	0.362109498720476	1	chr12	-	75670999	75784702	CAPS2	113703	108715	1.29223470587593	-1.2242082100339	0.554042764281573	1.88194898702365
NM_001286559	-4.46584819885117	0.366486528669921	5.57442401964551	0.0182246584229447	0.21429470805483	chr2	+	95537177	95542574	TEKT4	5397	3179	1.03984765994912	-1.2242082100339	-3.46263706015573	-3.46263706015573
NM_001286562	-2.40822204020347	2.70701790656261	3.25007888148457	0.0714200205383596	0.544404595322398	chr6	+	151773392	151791234	C6orf211	17842	14724	3.66319064845471	2.54231573631424	-3.46263706015573	2.2880827294268
NM_001286566	-1.90345874905714	4.2462935975138	2.29334691694896	0.129929477738491	0.77380836931489	chr16	+	85061356	85127828	KIAA0513	66472	57826	4.92392770053188	4.29686551416129	0.554042764281573	4.43701607762215
NM_001286577	0.385853188078232	6.69862445491292	0.245004382697134	0.620614821329972	1	chr11	-	73723758	73882064	C2CD3	158306	148277	6.7255233184787	6.21533331318842	6.71121551040188	7.00015181158781
NM_001286579	-0.837361917768429	5.6738942950194	1.08105581941787	0.298461482032737	1	chr6	+	36410543	36458920	KCTD20	48377	42757	5.88386035674093	6.09234201483639	5.59403331040146	4.70899256457891
NM_001286587	0.202487189626832	6.05157548527065	0.0695555883431558	0.791984944854474	1	chr6	+	143380499	143661480	AIG1	280981	273233	5.88386035674093	5.95788010232719	5.86800308856518	6.37635518208717
NM_001286606	6.69930351355591	1.66553831048185	12.3925888704314	0.000431041219067353	0.0177817362090196	chr11	+	828259	831991	CRACR2B	3732	318	-3.46263706015573	-3.46263706015573	-3.46263706015573	3.22925566048959
NM_001286609	-0.403828858169996	4.51352165043967	0.226090699979085	0.634437789272714	1	chr6	+	109169618	109295675	ARMC2	126057	119643	4.84720191255619	4.36929438606814	3.6424807918971	4.74167005840606
NM_001286613	0.254885420054492	5.50551860512275	0.101494294718798	0.750043737983752	1	chr6	-	109765265	109787171	MICAL1	21906	11457	5.21095017166189	5.42394742718832	5.99806602504931	5.14737705521981
NM_001286617	0.67244628958705	4.86355582780298	0.61474566943333	0.433006556484615	1	chr21	+	30449791	30548210	MAP3K7CL	98419	94269	4.30332335437411	4.34555317051214	5.81014756591858	4.17518945831937
NM_001286626	0.174592810211255	6.15035078485663	0.0523552258396318	0.819014539352297	1	chr16	-	2303116	2318413	RNPS1	15297	7559	6.33392706731158	5.72009819202071	6.37849565589368	6.02459972898505
NM_001286631	-0.0617576747784177	6.49685956654226	0.00484873936231622	0.944485858075857	1	chr13	-	79893002	79980356	RBM26	87354	72712	5.93109458115195	6.91711030867843	6.91707826791017	5.81026540674142
NM_001286633	2.25624913255643e-16	-0.46263889223677	0	1	1	chr6	+	30103884	30116512	TRIM40	12628	10542	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_001286636	0.430548103402028	5.87440263729904	0.223620022915206	0.636295378210691	1	chr6	+	36839645	36896740	C6orf89	57095	47987	4.58900877988412	6.399546521689	6.14571204961236	5.72294831625142
NM_001286638	0.420185578479003	6.86261628015277	0.256136619663124	0.612786859969205	1	chr13	-	21946709	22033509	ZDHHC20	86800	80969	6.34791825141197	6.78212897153538	7.52883650242065	6.44245149076568
NM_001286640	-0.858621878521838	4.07450762440134	0.396626418390955	0.52883667806791	1	chr16	+	77224815	77233543	MON1B	8728	5026	3.41998978632201	4.48247140511069	4.90382185863613	1.12948204382422
NM_001286646	1.29285924277964	2.83564283519181	1.21757581841735	0.26983692378245	1	chr8	-	142217264	142264728	SLC45A4	47464	36400	-3.46263706015573	2.84288493945197	-3.46263706015573	4.17518945831937
NM_001286661	0.240927673501445	4.46641831713574	0.0892768002989319	0.765098575257296	1	chr8	-	56651302	56685966	TMEM68	34664	27290	4.01847337967323	4.41563594798561	3.79343560192535	5.09775357009741
NM_001286669	-2.65949856928246	4.58538644338576	9.78864023435093	0.00175593262622835	0.04127364548629	chr4	-	57204450	57253674	AASDH	49224	43282	5.0318689268879	5.56426268075997	2.07832557380378	3.18241502055082
NM_001286680	2.25624913255643e-16	-0.46263889223677	0	1	1	chr8	+	21881620	21894408	NPM2	12788	8844	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_001286683	-5.42076404382919	0.692453892968686	8.85896763532862	0.00291652475895134	0.0584827499518259	chr4	-	170981372	171011538	AADAT	30166	27587	-0.189633216625142	1.47990704456061	-3.46263706015573	-3.46263706015573
NM_001286692	-2.13224286033817	-0.286396401956135	1.12016829415854	0.289882218747723	1	chr8	-	100973165	101118344	RGS22	145179	139865	-1.04761283822678	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_001286697	0.764060416148569	4.18368537728007	0.781093931632342	0.376806785302567	1	chr9	+	130186652	130207651	ZNF79	20999	18697	2.58174096542956	4.52536793793597	4.20611167484214	4.49566808798682
NM_001286700	0.247537283703655	4.22122996630705	0.0794035012448706	0.778107400429396	1	chr9	+	4792833	4861077	RCL1	68244	65862	4.27431226924001	3.65211170259054	3.58843599107211	4.80488504098089
NM_001286709	-0.658815142034002	6.9869666357421	0.731611802528711	0.392361238973654	1	chr9	+	135906061	135933890	GTF3C5	27829	24527	7.21212737143964	7.30340471783356	6.27964088527951	6.91675645820182
NM_001286717	0.361089761183323	5.89689793265685	0.223296966848068	0.636539196438536	1	chr9	-	88161453	88356944	AGTPBP1	195491	187305	5.62126911213155	5.75656200327785	6.06885134113813	6.03122360034803
NM_001286730	-0.580294718830335	6.31902273648193	0.574827017509786	0.448347138523217	1	chr9	+	108006893	108159628	SLC44A1	152735	141478	6.58492498973968	6.54735330177778	5.85661610803601	6.11467570463556
NM_001286733	2.25624913255643e-16	-0.46263889223677	0	1	1	chr13	-	113978478	114018463	GRTP1	39985	36780	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_001286734	-0.136204207890818	5.31462792645025	0.0310397906785367	0.860151644732925	1	chr4	-	104026962	104119566	CENPE	92604	83969	5.0829547042902	5.60482783787927	5.16612751562478	5.25315700680257
NM_001286751	-0.785637031184993	5.65728062700134	1.0015999889095	0.316923666857951	1	chr5	-	71515235	71616084	MRPS27	100849	93098	5.67775038460479	6.2412970709091	5.25554515328867	5.09775357009741
NM_001286752	-1.10777900241276	5.21704737161382	1.95620311404531	0.161919971339973	0.854069790848775	chr21	-	37406838	37433116	SETD4	26278	19226	5.7321034807819	5.50119268680743	4.96872401857326	4.0503169429597
NM_001286754	1.37285488438484	3.2249251793975	1.76064075332747	0.184544613858793	0.913736365095741	chr4	+	119771842	119982402	SYNPO2	210560	194609	3.61772013568694	-3.46263706015573	4.46796391645378	-0.0152836450845691
NM_001286760	-1.26372781893818	5.07328991165205	2.56220864117479	0.109445585697026	0.714143808521367	chr9	+	131181438	131199630	CERCAM	18192	13199	5.55043662954228	5.52252384724184	4.52662105637665	4.02399099452314
NM_001286761	2.25624913255643e-16	-0.46263889223677	0	1	1	chr13	-	46916134	46964177	KIAA0226L	48043	41595	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_001286774	0.653998213802006	4.51660416335001	0.555355653500841	0.45613759659177	1	chr4	-	48887396	48908845	OCIAD2	21449	19508	5.06612630804707	2.77340732015762	4.81247800315092	4.37587818127364
NM_001286775	-2.3934531827301	-0.296640533927871	1.35472735160081	0.244453371985441	1	chr13	-	103418237	103426171	TEX30	7934	1473	-3.46263706015573	-1.2242082100339	-3.46263706015573	-3.46263706015573
NM_001286779	0.856186826562957	4.59342505252615	1.0102754090784	0.314836868566833	1	chr9	+	130025940	130155828	GARNL3	129888	115922	3.47202048417669	4.54634719490573	5.12874871924606	4.62390612904819
NM_001286780	0.224075189261117	6.54058043196648	0.0854038131800956	0.770103659239112	1	chr4	-	80822770	80994626	ANTXR2	171856	163503	6.82890105735544	5.91819272991098	6.80898093411582	6.38672303588356
NM_001286792	0.565579934004236	5.44286556731775	0.480329551439405	0.488273081281489	1	chr13	+	24553764	24881212	SPATA13	327448	312009	5.0318689268879	5.03611802260336	4.96872401857326	6.21699351442846
NM_001286796	0.332900467618759	5.41609004698608	0.180713921240353	0.67076042447968	1	chr9	+	132371162	132398410	NTMT1	27248	25185	5.42405934666831	4.99092131455854	5.3879991766043	5.68983907064865
NM_001286807	-6.62703118617225	3.6356946952145	27.3094560351624	1.73361537413115e-07	0.00010651380231991	chr13	-	45967453	45992590	SLC25A30	25137	18347	4.27431226924001	4.75898055292028	-0.86283855411519	-3.46263706015573
NM_001286810	1.15266912747709	5.66979667309112	2.14303908913618	0.143217924613206	0.818083882002401	chr9	+	37800550	37867665	DCAF10	67115	59078	5.42405934666831	4.43826021412033	6.25383132178731	5.91426019197428
NM_001286811	2.25624913255643e-16	-0.46263889223677	0	1	1	chr2	+	220361076	220363009	LOC100996693	1933	1118	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_001286818	-0.328060809419129	1.88821223811987	0.0935093625845367	0.759762253881243	1	chr13	+	73629113	73651680	KLF5	22567	17696	2.14220899241552	1.08042404206024	0.0129717568137732	2.19675847788117
NM_001286829	-0.898008951467755	5.21886204576798	1.05177936381764	0.305097639060693	1	chr8	-	144656954	144660521	NAPRT	3567	1412	5.06612630804707	5.69213249223227	3.21318438980454	5.68983907064865
NM_001286833	0.549780935126897	7.71973205967283	0.468217202327807	0.493808484121955	1	chr4	-	843065	926178	GAK	83113	69115	7.81579606327237	6.94897070114577	7.7633748132685	8.10071751083487
NM_001286835	1.13301538053634	5.16123871929607	1.55611662702998	0.212234727826289	0.986079281074718	chr9	-	70432003	70490211	CBWD5	58208	51091	5.13229323002938	3.61287245680377	5.20256227215586	5.81794739353146
NM_001286838	-3.60242824894129	1.01767381038479	5.41644654838899	0.0199479182577345	0.2292551642852	chr4	+	93225549	94695706	GRID2	1470157	1460868	-3.46263706015573	2.26701370113581	-3.46263706015573	-1.35737326674335
NM_001286839	0.441097072470332	7.8753985124238	0.333747991776818	0.563460424720032	1	chr13	+	98794815	99102027	FARP1	307212	282354	7.69511458142389	7.53358009985586	8.36531294110826	7.74546265420967
NM_001286840	0.548914224026463	6.79717801559793	0.518117493694149	0.471645812111436	1	chr9	-	123617928	123657174	PHF19	39246	33524	6.61993921986369	6.3526767165722	7.03289379671608	7.03682093815065
NM_001286946	2.25624913255643e-16	-0.46263889223677	0	1	1	chr9	-	113065866	113100164	TXNDC8	34298	32226	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_001286951	1.7714097782363	3.1309815146584	3.3725750630847	0.0662900658996736	0.518472302749257	chr9	+	37753799	37778969	TRMT10B	25170	19983	1.29223470587593	2.16218836999066	4.2415626454255	2.8034668967251
NM_001286957	1.12626128659431	0.0962566827306047	0.49947873417614	0.479729251436476	1	chr12	+	49297892	49315359	CCDC65	17467	15652	-1.04761283822678	-3.46263706015573	-3.46263706015573	-0.0152836450845691
NM_001286969	-0.740900973812863	5.45264760394194	0.913902805645167	0.339081005814338	1	chr9	+	95087749	95377437	CENPP	289688	284742	5.66662964459935	5.83538443239173	5.12874871924606	4.89479908342679
NM_001286974	0.196792119061713	6.22784727160647	0.0611076227624139	0.804753785341861	1	chr9	-	111704848	111775874	CTNNAL1	71026	65573	6.82890105735544	5.13637642628266	6.49323923365535	5.87060558030382
NM_001286997	1.7021962995465	4.41254688060736	2.70168239430186	0.100242416621403	0.672628172088877	chr1	-	103960700	104068105	LOC101928436	107405	106856	2.37864913747964	3.72752664650969	5.62120413852551	3.94200193634407
NM_001287002	-0.304657076921608	6.29037775758979	0.157845354360557	0.691148043526278	1	chr9	-	130647599	130667627	ST6GALNAC6	20028	15068	6.46808395277939	6.3526767165722	6.38643576672957	5.82558869223979
NM_001287008	2.25624913255643e-16	-0.46263889223677	0	1	1	chr9	+	95820969	95847418	SUSD3	26449	23013	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_001287046	-0.0762117262202868	4.40034400181619	0.00736826945908575	0.931594701851253	1	chr9	-	131770071	131790632	SH3GLB2	20561	14615	4.72387362334462	3.90043297856395	3.6424807918971	4.80488504098089
NM_001287049	0.686917189654578	2.74020531461102	0.588555968240914	0.442978060708419	1	chr9	-	18927657	19049352	FAM154A	121695	119352	2.48376582326504	1.47990704456061	3.74485141230161	1.47869832442845
NM_001287053	0.456053987150909	2.18520212949887	0.24484087157982	0.620731437461833	1	chr5	-	55807220	55902059	LOC101928448	94839	93875	2.58174096542956	0.141017362403498	2.80284284392997	0.917024476550475
NM_001287059	0.261679676853692	0.61264938207512	0.0459282060362594	0.830306357421433	1	chr7	+	43152197	43602938	HECW1	450741	439005	0.34470268777773	-1.2242082100339	-0.86283855411519	0.366304895142966
NM_001287060	0.0224142616107328	7.39320884359011	0.000875942789576811	0.976388991728327	1	chr7	+	66147077	66276448	RABGEF1	129371	119907	7.56939233320795	7.16783129559807	7.47027122091813	7.3117094221691
NM_001287135	0.296596551465735	7.93482090992965	0.153312096442953	0.69539008305213	1	chr7	+	90225675	90839905	CDK14	614230	608266	7.56640372000789	7.96800941410632	7.97299398011926	8.15479770881026
NM_001287147	2.25624913255643e-16	-0.46263889223677	0	1	1	chr7	-	100839011	100844302	MOGAT3	5291	3797	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_001287192	0.290184130840671	5.79491294181233	0.124684957533823	0.724007796304946	1	chr9	+	108210314	108314714	FSD1L	104400	95718	5.74273262218571	5.4010957957448	5.33974268950034	6.37635518208717
NM_001287215	0.469654269370962	3.82710827799563	0.339904372855888	0.559884424913807	1	chr6	+	111135823	111216915	AMD1	81092	73950	3.79158799288914	3.20139599533716	3.930080872329	3.99717571352648
NM_001287218	-0.0923713197767729	5.68102846580877	0.0132867198051869	0.908232674124548	1	chr1	+	213224574	213446808	RPS6KC1	222234	214949	5.5260313174136	5.8268360609445	5.99806602504931	5.17156306110549
NM_001287222	-0.748142817411874	6.02453853013584	0.920297274513498	0.337396929794836	1	chr12	-	110872694	110888216	ARPC3	15522	14565	6.02116239856073	6.5369091198092	4.94741274094241	6.10842492499362
NM_001287223	2.25624913255643e-16	-0.46263889223677	0	1	1	chr3	-	38887259	38995142	SCN11A	107883	100143	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_001287240	3.80538713996302	0.0421936446890225	3.50334750670422	0.0612449166795103	0.494450436620895	chr2	+	231729312	231743969	ITM2C	14657	10710	-3.46263706015573	-3.46263706015573	0.554042764281573	-3.46263706015573
NM_001287248	-0.354992992019901	4.71198542946203	0.119551721532034	0.729521193076544	1	chr15	+	91260557	91358692	BLM	98135	93274	4.2144790229665	5.06548122531999	5.37209235594114	3.18241502055082
NM_001287250	2.25624913255643e-16	-0.46263889223677	0	1	1	chr16	+	28763755	28784144	NPIPB9	20389	18048	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_001287253	2.25624913255643e-16	-0.46263889223677	0	1	1	chr5	+	132083136	132090095	CCNI2	6959	4314	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_001287256	0.129644471565276	4.26780920850002	0.0152773624413847	0.901630703424499	1	chr8	+	182136	197340	ZNF596	15204	12017	2.37864913747964	5.21709346530903	4.20611167484214	3.76256450294663
NM_001287259	2.25624913255643e-16	-0.46263889223677	0	1	1	chr8	+	71581599	71648177	XKR9	66578	63176	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_001287262	2.25624913255643e-16	-0.46263889223677	0	1	1	chr1	-	228698059	228699989	BTNL10	1930	1150	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_001287337	0.134217054235709	4.81542963606952	0.0300010460597904	0.862487856644697	1	chr13	-	49882785	50018262	CAB39L	135477	130543	4.51653365249919	4.89604464183746	4.78870887764285	4.89479908342679
NM_001287343	-1.32994710143258	4.16780737227426	2.40176811594423	0.121198196932387	0.742608716411346	chr9	+	139743267	139745495	PHPT1	2228	610	3.52223983509454	5.10843500130464	1.50877393591149	4.33363105151594
NM_001287344	2.25624913255643e-16	-0.46263889223677	0	1	1	chrX	-	100604434	100645784	BTK	41350	37595	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_001287349	0.475032846386766	3.1790656243225	0.308524769912401	0.578586859389943	1	chr3	-	44540461	44552132	ZNF852	11671	7444	3.36601217054275	2.16218836999066	3.21318438980454	3.27462320623709
NM_001287390	-2.50757366574375	3.79633640885985	4.40265461252669	0.0358830342378288	0.347277853751887	chr9	-	131595220	131644354	CCBL1	49134	44712	4.35965193419764	4.29686551416129	-0.86283855411519	3.59384426225265
NM_001287394	-1.14791232690236	4.66040151305944	1.69539341865532	0.192891521073534	0.935199925321985	chr13	-	76099354	76123575	COMMD6	24221	22190	4.90512539440815	5.06548122531999	2.80284284392997	4.80488504098089
NM_001287395	2.25624913255643e-16	-0.46263889223677	0	1	1	chr2	+	234684324	234742069	MROH2A	57745	52294	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_001287428	2.5752546708245	9.21686135765946	8.90100013262031	0.00285014506170911	0.0579576631615644	chr7	+	48128199	48148330	UPP1	20131	15608	7.69511458142389	7.03312364740441	9.5399202051668	10.3386213508755
NM_001287433	0.0359631374967852	6.32526079167094	0.00215177582586534	0.963001608365825	1	chr4	+	153701088	153833063	ARFIP1	131975	128719	5.96779917382201	6.58838996959725	6.36248312015961	6.26836014566989
NM_001287437	0.333789968813239	5.58114585680349	0.180233676056424	0.671172499914543	1	chr4	+	129730777	129796379	JADE1	65602	56757	5.19555812167416	5.54354420281852	5.94529053917362	5.46367774535129
NM_001287444	2.25624913255643e-16	-0.46263889223677	0	1	1	chr2	+	3751181	3895000	DCDC2C	143819	142337	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_001287445	-7.10112640188794	2.18640888178139	17.7464886850943	2.52382886613505e-05	0.00279643474045797	chr6	+	88032305	88052046	SMIM8	19741	17297	3.79158799288914	0.829713605533856	-3.46263706015573	-3.46263706015573
NM_001287482	-0.127569647520976	5.63039109505414	0.0258572359301397	0.872249465742933	1	chr6	+	31802691	31807543	C6orf48	4852	3864	5.19555812167416	6.07800590131787	5.55229281559866	5.47343872939144
NM_001287490	-1.28132791788828	1.93951440824108	1.415365675485	0.234167698796944	1	chr1	-	26158403	26185949	AUNIP	27546	25138	0.34470268777773	2.77340732015762	-3.46263706015573	2.09926027789452
NM_001287491	1.58960977439734	5.99056443775069	3.82861779400421	0.0503844662848297	0.437040742921117	chr2	+	74213530	74335302	TET3	121772	110073	5.24125021110602	4.66619331569244	6.32165654046258	6.76208898229739
