RefSeq	Log2_FC	logCPM	LR	Pval	Padj	Chr	Strand	Start	End	Symbol	txLength	countLength	WL698_none_na_NA_none_hsap_1487_Basal_TCAG1Aligned_sortedByReadname_real_uniq.bam	WL700_none_na_NA_none_hsap_2139_Basal_TCAG1Aligned_sortedByReadname_real_uniq.bam	WL699_none_na_NA_none_hsap_1487_TNFa.DMSO_TCAG1Aligned_sortedByReadname_real_uniq.bam	WL701_none_na_NA_none_hsap_2139_TNFa.DMSO_TCAG1Aligned_sortedByReadname_real_uniq.bam
NM_000606	0.1495619278329	-2.39772044177062	0.0135710634107635	0.90726032205967	1	chr9	+	139839697	139841426	C8G	1729	877	-5.9827175065999	-2.84159240849982	-3.6534311280113	-3.53984130733953
NM_000607	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr9	+	117085302	117088759	ORM1	3457	839	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000608	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr9	+	117092068	117095536	ORM2	3468	844	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000609	-0.0998701473107529	4.73157183236531	1.15853841372042	0.281768866902716	0.770223608588255	chr10	-	44865600	44880545	CXCL12	14945	3549	5.4546486788829	3.27260671094982	5.41071519321885	2.99000053030391
NM_000613	0.160115071815146	-2.17528957138627	0.0216115166312532	0.88312526404939	1	chr11	-	6452267	6462254	HPX	9987	1623	-5.9827175065999	-2.31219694453577	-3.6534311280113	-2.67901087003059
NM_000614	0.683687880419813	-2.28218131467339	0.334911857943666	0.56278102264249	1	chr11	+	58390145	58393205	CNTF	3060	93	-3.75117937002964	-3.68668331519673	-5.9827175065999	-2.14359041923137
NM_000618	0.098490387497327	-2.66082047498108	0.00363370281959298	0.95193246934405	1	chr12	-	102789644	102874378	IGF1	84734	7321	-3.75117937002964	-5.9827175065999	-3.6534311280113	-5.9827175065999
NM_000619	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr12	-	68548549	68553521	IFNG	4972	1210	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000621	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr13	-	47405676	47471211	HTR2A	65535	5442	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000623	1.88089260559228	-2.28226722153982	2.21066722772454	0.137059380228431	0.623724760426753	chr14	+	96671134	96710666	BDKRB2	39532	4197	-5.9827175065999	-3.68668331519673	-1.88660174790031	-5.9827175065999
NM_000624	-0.32508402315824	0.797421419436328	1.23398604347918	0.266633245744699	0.747997926398726	chr14	+	95047705	95059457	SERPINA5	11752	2337	1.40388211634066	-0.181692679951635	1.24558152283599	-1.19489442451032
NM_000625	2.40475820245707	-2.81274584010708	1.51578256527483	0.218258834148343	0.738137014571591	chr17	-	26083791	26127555	NOS2	43764	4206	-5.9827175065999	-5.9827175065999	-5.9827175065999	-3.53984130733953
NM_000628	0.0412080107993064	4.64625666464334	0.217469045545279	0.640975182479885	1	chr21	+	34638664	34669539	IL10RB	30875	1961	4.40430525313616	4.81854056494131	4.52332193522952	4.78982394454982
NM_000629	0.0338709341285784	7.15440797537524	0.371767261622614	0.542042531589878	1	chr21	+	34697213	34732128	IFNAR1	34915	6094	7.13776227095262	7.13475130701128	7.20902305362624	7.13000603886069
NM_000631	-0.728010337161421	-2.52332539040035	0.248195681747742	0.618348428537342	1	chr22	+	37257029	37274059	NCF4	17030	1398	-3.75117937002964	-3.68668331519673	-3.6534311280113	-5.9827175065999
NM_000633	-0.214159875119302	1.09279916796637	0.663278788023678	0.415404788739452	0.920123551836859	chr18	-	60790578	60986613	BCL2	196035	6492	1.55502279481588	0.394618701922849	1.6188840598021	-0.792973150862016
NM_000634	2.40475820245707	-2.81274584010708	1.51578256527483	0.218258834148343	0.738137014571591	chr2	-	219027567	219031716	CXCR1	4149	2486	-5.9827175065999	-5.9827175065999	-5.9827175065999	-3.53984130733953
NM_000638	-1.53193060121843	-1.89527442571632	2.38192799958348	0.122745974271824	0.592887282146299	chr17	-	26694298	26697373	VTN	3075	1677	-2.9135845023991	-1.62127929098548	-5.9827175065999	-2.67901087003059
NM_000639	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr1	+	172628184	172636012	FASLG	7828	1859	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000640	0.354777272389317	-1.45890949243129	0.240113492788141	0.624124156320115	1	chrX	-	114238537	114252207	IL13RA2	13670	1373	-3.75117937002964	-1.36999024195484	-3.6534311280113	-0.979982381443505
NM_000641	0.65527564473985	-1.07586157933384	1.16167347081787	0.281118747525475	0.769366926524891	chr19	-	55875749	55881831	IL11	6082	2378	-1.23455637691012	-2.84159240849982	-0.764319799570555	-1.75397688043783
NM_000642	-0.0305086475423037	5.48466140990198	0.178148251805075	0.672969456922069	1	chr1	+	100315639	100389579	AGL	73940	7371	5.15904880562322	5.77642100619828	5.09053929958676	5.77654213194866
NM_000655	0.148439793401786	3.33126899723425	1.35001074574659	0.245276238229905	0.742500239920437	chr1	-	169659805	169680843	SELL	21038	2442	3.72528651801936	2.43201906860512	3.94681789834886	2.40009444688137
NM_000660	-0.0203224552610799	8.19589835114228	0.186985709339758	0.665437316535954	1	chr19	-	41836435	41859838	TGFB1	23403	2583	8.30965849219653	8.09246945733424	8.27655033969098	8.08552173228324
NM_000661	-0.0418302588201928	8.80136998665991	0.726515276357855	0.394015060352267	0.900406676059601	chr4	-	39455744	39460568	RPL9	4824	749	8.94730950706476	8.68555370290793	8.87024805732569	8.67999008462834
NM_000667	2.36542309731081	-2.81278798336135	1.47274439151406	0.224913189255918	0.738137014571591	chr4	-	100197522	100212185	ADH1A	14663	1349	-5.9827175065999	-5.9827175065999	-3.6534311280113	-5.9827175065999
NM_000668	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr4	-	100227543	100242599	ADH1B	15056	2692	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000669	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr4	-	100257648	100274202	ADH1C	16554	1758	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000670	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr4	-	100044832	100065449	ADH4	20617	1979	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000671	-0.0641177599031467	6.57061419772605	1.23852572314011	0.265755372200363	0.746646849435789	chr4	-	99992129	100009939	ADH5	17810	2651	6.51373333858366	6.68376843596541	6.45509472294055	6.61426326113258
NM_000673	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr4	-	100333417	100356667	ADH7	23250	2289	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000674	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr1	+	203096835	203136533	ADORA1	39698	2919	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000676	-0.173116255660055	2.13539450218424	0.892509315962462	0.344798211831938	0.852070614395318	chr17	+	15848230	15879210	ADORA2B	30980	1885	2.3508043619892	1.96796508463126	2.14018358590817	1.84573360418719
NM_000678	-2.28206569060891	-2.81282841897317	1.30220970073366	0.253809990531929	0.742500239920437	chr20	-	4201277	4229659	ADRA1D	28382	2666	-3.75117937002964	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000679	0.0579051611897791	2.12124015470848	0.0996206790832483	0.752285309631775	1	chr5	+	159343739	159400017	ADRA1B	56278	2254	1.86385941192111	2.23761483543703	1.91517908572484	2.30086746306977
NM_000681	0.181086437907965	1.61156578520035	0.684541585497716	0.40802721859393	0.911683112677941	chr10	+	112836789	112840662	ADRA2A	3873	3873	0.504515741665043	2.07771915157483	0.62629287628095	2.28017600062892
NM_000682	-2.24272816127509	-2.81280127764907	1.26349113506786	0.260991299415179	0.742500239920437	chr2	-	96778622	96781984	ADRA2B	3362	3362	-5.9827175065999	-3.68668331519673	-5.9827175065999	-5.9827175065999
NM_000683	4.14874956636497	-2.39769387783068	5.92988366310643	0.0148862245621723	0.195121207888013	chr4	+	3768295	3770253	ADRA2C	1958	1958	-5.9827175065999	-5.9827175065999	-2.27379078478508	-3.53984130733953
NM_000684	-1.60499806644375	-0.697856461802048	8.19058729086915	0.004210828989764	0.0855960672731297	chr10	+	115803805	115806667	ADRB1	2862	2862	0.0136226681720154	-1.15604629383943	-1.58164446740527	-2.67901087003059
NM_000686	-8.5718677548981e-17	-2.98271782599268	0	1	1	chrX	+	115301957	115306225	AGTR2	4268	2899	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000688	0.0609084243894801	5.0385356719764	0.544543597069966	0.460555788425231	0.962139120868472	chr3	+	52232098	52248343	ALAS1	16245	2452	4.9237241447927	5.08354689632411	5.07699908437643	5.05027887643386
NM_000689	0.0655987225714837	8.84038017585452	1.99529158740549	0.157788695377369	0.672859634974472	chr9	-	75515577	75568233	ALDH1A1	52656	2369	9.23377619301545	8.20227120489612	9.27858527584271	8.29114129488959
NM_000690	0.0860590051415529	6.6040267907682	1.95110261519482	0.162468082976007	0.682767296525343	chr12	+	112204690	112247789	ALDH2	43099	2060	6.49609138522435	6.61988486821278	6.52756368854843	6.75961475069736
NM_000691	0.484702851011015	-1.39782205885359	0.474525410201947	0.490912601953027	0.985394424242608	chr17	-	19641297	19651746	ALDH3A1	10449	1778	-1.69866829704211	-2.84159240849982	-1.11586049868073	-2.67901087003059
NM_000692	-0.203298867805595	5.36980255653115	7.25306871024335	0.00707799523207408	0.121773690697274	chr9	+	38392660	38398662	ALDH1B1	6002	3070	5.32180460385548	5.59079480447365	5.05230177258723	5.44824054771009
NM_000696	-0.0612487783734049	6.236742666337	1.00048308372746	0.3171936439709	0.817379314179369	chr1	-	165631448	165667900	ALDH9A1	36452	2500	6.17282451862653	6.35253580337798	6.10094837515837	6.30166270587875
NM_000697	0.0302805486019559	2.04597370014157	0.0258734447657392	0.872209775276504	1	chr17	+	6899383	6914055	ALOX12	14672	2306	1.76807629835755	2.19927142101398	1.70590990118586	2.30086746306977
NM_000698	0.135659070604878	-2.39774755555293	0.0111675185858313	0.915839041476635	1	chr10	+	45869623	45941567	ALOX5	71944	2561	-3.75117937002964	-3.68668331519673	-3.6534311280113	-3.53984130733953
NM_000699	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr1	+	104159998	104168400	AMY2A	8402	1632	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000700	-0.0134262028781584	8.5204349451838	0.0860658863985648	0.769239445508158	1	chr9	+	75766780	75785307	ANXA1	18527	1399	8.50289245446657	8.55000478700708	8.47568723136554	8.55044230312942
NM_000701	0.00184189342298597	8.75437979375035	0.00118083818779269	0.972587427638965	1	chr1	+	116915794	116947396	ATP1A1	31602	3358	8.69154331008079	8.81362407570629	8.74548856667563	8.76318941419633
NM_000702	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr1	+	160085519	160113374	ATP1A2	27855	5457	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000704	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr19	-	36041094	36054560	ATP4A	13466	3559	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000705	0.121731399953178	-2.39778966201049	0.00899173461171787	0.924454021930868	1	chr13	-	114303121	114312513	ATP4B	9392	1497	-3.75117937002964	-3.68668331519673	-2.80461894623971	-5.9827175065999
NM_000706	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr12	-	63536538	63546590	AVPR1A	10052	7831	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000707	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr1	+	206224282	206231482	AVPR1B	7200	1773	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000709	0.0600461477015032	4.02807141367775	0.338790471717055	0.560528217935553	1	chr19	+	41903693	41930910	BCKDHA	27217	1774	3.8764792924973	4.09991507272725	4.01656945309116	4.0811849557047
NM_000710	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr14	+	96722546	96731100	BDKRB1	8554	1301	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000712	-0.0380995862748235	4.39798738181576	0.168283593898773	0.681641758740939	1	chr7	+	43798271	43846941	BLVRA	48670	1081	4.27524767203993	4.53657195831185	4.20761886357814	4.52549007370878
NM_000713	0.0607100910193908	3.04359292357645	0.196555367099647	0.657515739960565	1	chr19	-	40953690	40971725	BLVRB	18035	856	2.75226158918267	3.21611760826075	2.89989907441183	3.20284995053551
NM_000714	-0.0900592959278818	6.35995557699094	1.88516106124268	0.169748717056135	0.696225560449141	chr22	+	43547519	43559248	TSPO	11729	881	6.45822992150061	6.34157515191485	6.30172419389831	6.32078460867506
NM_000715	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr1	+	207277606	207318317	C4BPA	40711	2243	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000717	2.40475820245707	-2.81274584010708	1.51578256527483	0.218258834148343	0.738137014571591	chr17	+	58227301	58236906	CA4	9605	1154	-5.9827175065999	-5.9827175065999	-5.9827175065999	-3.53984130733953
NM_000721	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr1	+	181452685	181775921	CACNA1E	323236	14959	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000722	0.0498904797328427	5.72276839689524	0.508389934952357	0.475836672765715	0.976349326100255	chr7	-	81579417	82073031	CACNA2D1	493614	3822	5.38774237357757	5.96105607246064	5.49458615095279	5.96172911107092
NM_000723	-0.400626484902382	1.02840640215445	2.20942251120301	0.137170010721065	0.623724760426753	chr17	-	37329708	37353956	CACNB1	24248	3742	1.23503440914497	0.996323398982092	0.134866155570095	1.1770719444052
NM_000727	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr17	+	65040651	65052911	CACNG1	12260	1318	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000728	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr11	+	15095145	15100177	CALCB	5032	1031	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000729	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr3	-	42299317	42307662	CCK	8345	1489	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000730	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr4	-	26483017	26492042	CCKAR	9025	1682	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000732	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr11	-	118209788	118213459	CD3D	3671	741	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000733	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr11	+	118175294	118186890	CD3E	11596	1513	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000734	-2.28206569060891	-2.81282841897317	1.30220970073366	0.253809990531929	0.742500239920437	chr1	-	167399876	167487847	CD247	87971	1678	-3.75117937002964	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000735	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr6	-	87795215	87804865	CGA	9650	751	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000737	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr19	-	49526125	49527632	CGB	1507	919	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000738	-2.24272816127509	-2.81280127764907	1.26349113506786	0.260991299415179	0.742500239920437	chr11	-	62676150	62689012	CHRM1	12862	2823	-5.9827175065999	-3.68668331519673	-5.9827175065999	-5.9827175065999
NM_000740	0.161864824578866	-2.39767833330702	0.0158817150475178	0.899713974253728	1	chr1	+	239792372	240072717	CHRM3	280345	2745	-5.9827175065999	-2.84159240849982	-5.9827175065999	-2.67901087003059
NM_000741	-1.61509435527233	-2.2823070531237	1.5844871637222	0.208115535925377	0.738137014571591	chr11	-	46406639	46408107	CHRM4	1468	1468	-5.9827175065999	-1.92576671871524	-3.6534311280113	-5.9827175065999
NM_000744	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr20	-	61974661	61992748	CHRNA4	18087	5543	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000745	-0.299670823360053	3.52442836574242	6.1865016748602	0.0128728415488237	0.179703683395756	chr15	+	78857861	78887611	CHRNA5	29750	3425	3.61260698703134	3.68010970584678	3.15831512644984	3.52648031219706
NM_000746	0.528547240022065	-0.227561714561995	1.54431225777371	0.213977073833205	0.738137014571591	chr15	+	32322685	32462384	CHRNA7	139699	3346	-1.23455637691012	-0.286618817430098	-0.140796246514922	-0.221247216517758
NM_000747	-0.484128741121983	2.23980321112536	7.32746920126201	0.00679086056670144	0.118418095219252	chr17	+	7348405	7360932	CHRNB1	12527	2437	2.60756934396658	2.17971066257525	2.0094318565828	1.84573360418719
NM_000748	1.89356540646296	-2.28221013399948	2.24278206310614	0.13423926356618	0.618772401273581	chr1	+	154540256	154552353	CHRNB2	12097	5718	-3.75117937002964	-5.9827175065999	-2.80461894623971	-2.67901087003059
NM_000749	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr8	+	42552561	42592209	CHRNB3	39648	1953	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000750	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr15	-	78916635	78933587	CHRNB4	16952	2448	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000751	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr2	+	233390869	233401375	CHRND	10506	2963	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000754	-0.0135339025366035	6.2033697737613	0.0387152873136216	0.844013784037368	1	chr22	+	19929262	19957498	COMT	28236	2042	6.17865703550021	6.23544307915052	6.08480237672	6.30166270587875
NM_000756	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr8	-	67088611	67090846	CRH	2235	1434	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000757	1.06377084253227	6.39834650835609	296.562653081986	1.8478540380476e-66	5.21949815970908e-64	chr1	+	110453232	110473616	CSF1	20384	4234	5.98322704564239	5.52836804644839	7.07035512157591	6.5637931080337
NM_000758	5.19803602529759	3.16049840588399	596.578420881989	9.29016089937815e-132	4.08875104699376e-129	chr5	+	131409484	131411863	CSF2	2379	785	-0.73617862510983	-1.36999024195484	4.12581395667789	4.20710185737112
NM_000761	2.36542309731081	-2.81278798336135	1.47274439151406	0.224913189255918	0.738137014571591	chr15	+	75041183	75048941	CYP1A2	7758	3127	-5.9827175065999	-5.9827175065999	-3.6534311280113	-5.9827175065999
NM_000762	2.36542309731081	-2.81278798336135	1.47274439151406	0.224913189255918	0.738137014571591	chr19	-	41349442	41356352	CYP2A6	6910	1764	-5.9827175065999	-5.9827175065999	-3.6534311280113	-5.9827175065999
NM_000764	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr19	-	41381343	41388657	CYP2A7	7314	2281	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000765	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr7	-	99302659	99332823	CYP3A7	30164	478	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000766	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr19	+	41594355	41602100	CYP2A13	7745	1760	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000767	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr19	+	41497203	41524301	CYP2B6	27098	3052	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000769	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr10	+	96522437	96612962	CYP2C19	90525	1789	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000771	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr10	+	96698414	96749148	CYP2C9	50734	1861	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000772	-2.24272816127509	-2.81280127764907	1.26349113506786	0.260991299415179	0.742500239920437	chr10	+	96443250	96495947	CYP2C18	52697	2545	-5.9827175065999	-3.68668331519673	-5.9827175065999	-5.9827175065999
NM_000773	-0.726924144002103	-2.52331039483427	0.247468292219267	0.618863399258142	1	chr10	+	135340866	135352620	CYP2E1	11754	1667	-2.9135845023991	-5.9827175065999	-5.9827175065999	-3.53984130733953
NM_000774	0.122120390467754	-2.66077834465341	0.00558736859794129	0.940414656653869	1	chr19	+	41620352	41634281	CYP2F1	13929	1826	-3.75117937002964	-5.9827175065999	-5.9827175065999	-3.53984130733953
NM_000775	1.34393978776976	-2.07583206748726	1.6129036781264	0.204084114332743	0.738137014571591	chr1	-	60358979	60392423	CYP2J2	33444	1857	-2.9135845023991	-5.9827175065999	-1.88660174790031	-3.53984130733953
NM_000777	-0.771673236940705	-1.89516498270383	0.672826019837056	0.412068059628207	0.916127327944915	chr7	-	99245811	99277649	CYP3A5	31838	1755	-5.9827175065999	-1.36999024195484	-5.9827175065999	-2.14359041923137
NM_000778	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr1	-	47394845	47407156	CYP4A11	12311	2552	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000779	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr1	+	47264669	47285021	CYP4B1	20352	2155	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000780	1.49584423749934	-2.39774926748908	1.242845608059	0.264923339726725	0.74563863835935	chr8	-	59402736	59412720	CYP7A1	9984	2875	-5.9827175065999	-3.68668331519673	-2.27379078478508	-5.9827175065999
NM_000781	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr15	-	74630102	74660081	CYP11A1	29979	1931	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000784	0.326486959865316	2.49951282885243	3.95292652171795	0.0467899285911648	0.384331336192619	chr2	+	219646471	219680016	CYP27A1	33545	2293	2.88375583040913	1.24244409835745	3.10594234585501	1.84573360418719
NM_000785	1.12905127729328	-0.853167239584039	4.04523995512077	0.0442960809360496	0.371469511505249	chr12	-	58156116	58160976	CYP27B1	4860	2487	-1.44802928505576	-2.31219694453577	-0.929409068619068	-0.478972413649223
NM_000787	-2.24272816127509	-2.81280127764907	1.26349113506786	0.260991299415179	0.742500239920437	chr9	+	136501484	136524466	DBH	22982	2642	-5.9827175065999	-3.68668331519673	-5.9827175065999	-5.9827175065999
NM_000788	-0.0117693324742853	5.89358980682824	0.0322218262915208	0.85754167002106	1	chr4	+	71859264	71896629	DCK	37365	2605	5.90657696099883	5.88609444907009	5.9125496629389	5.85559150632585
NM_000789	0.145626661039683	6.58462955464605	5.57601234676403	0.0182081359194188	0.222458987911556	chr17	+	61554421	61575741	ACE	21320	4969	6.9189851753866	5.9011030266466	7.10412368751793	5.99226431719302
NM_000791	0.0610684934217447	6.10620958887382	0.734049890594033	0.391573602829	0.898681837683583	chr5	-	79922044	79950800	DHFR	28756	3600	6.07364534958565	6.07264368100833	6.04502023232069	6.22389012243463
NM_000792	-3.62330322369664	-2.52333867576663	3.82807941558897	0.050400653667452	0.39743015444022	chr1	+	54359860	54376759	DIO1	16899	1860	-3.75117937002964	-2.84159240849982	-5.9827175065999	-5.9827175065999
NM_000793	0.224961252606712	1.84104053285482	1.18959077714552	0.275412116922	0.762108285606343	chr14	-	80663867	80697397	DIO2	33530	6302	-0.883965416834978	2.60331082044319	-1.33003586928762	2.88428585417459
NM_000794	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr5	-	174867674	174871163	DRD1	3489	3373	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000795	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr11	-	113280316	113346001	DRD2	65685	2699	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000797	-3.12707065690157	-2.66086089588537	2.60325726749383	0.10664433123845	0.561367385685503	chr11	+	637304	640705	DRD4	3401	1362	-2.9135845023991	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000798	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr4	+	9783257	9785633	DRD5	2376	2376	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000799	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr7	+	100318422	100321323	EPO	2901	1330	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000801	-0.0702261126113361	9.85570277656409	2.62526755966618	0.105174774887391	0.561367385685503	chr20	-	1349620	1373816	FKBP1A	24196	1374	10.0104572709868	9.75656400359236	9.95861988429253	9.66756814896262
NM_000804	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr11	+	71846770	71850934	FOLR3	4164	845	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000805	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr17	+	39868577	39872221	GAST	3644	470	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000806	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr5	+	161274196	161326965	GABRA1	52769	4376	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000807	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr4	-	46251580	46392056	GABRA2	140476	2415	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000808	-8.5718677548981e-17	-2.98271782599268	0	1	1	chrX	-	151335633	151619831	GABRA3	284198	2785	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000809	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr4	-	46920916	46996424	GABRA4	75508	11973	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000810	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr15	+	27111865	27194357	GABRA5	82492	2898	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000811	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr5	+	161112657	161129598	GABRA6	16941	2519	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000812	-2.28206569060891	-2.81282841897317	1.30220970073366	0.253809990531929	0.742500239920437	chr4	+	47033294	47428447	GABRB1	395153	2211	-3.75117937002964	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000815	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr1	+	1950767	1962192	GABRD	11425	1925	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000817	1.88286357828849	-2.28225223032791	2.21553040794705	0.136628097571916	0.623366964357375	chr2	+	171673199	171717659	GAD1	44460	3474	-3.75117937002964	-5.9827175065999	-2.27379078478508	-3.53984130733953
NM_000818	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr10	+	26505235	26593491	GAD2	88256	2824	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_000820	0.0935658336116551	6.07320911079018	2.0802989722364	0.149210948595277	0.65170025436548	chr13	-	114523521	114567076	GAS6	43555	2420	5.94404191478922	6.10151808284191	5.9940587383407	6.23737051249709
NM_000823	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr7	+	31003635	31019146	GHRHR	15511	1607	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
