RefSeq	Log2_FC	logCPM	LR	Pval	Padj	Chr	Strand	Start	End	Symbol	txLength	countLength	WL698_none_na_NA_none_hsap_1487_Basal_TCAG1Aligned_sortedByReadname_real_uniq.bam	WL700_none_na_NA_none_hsap_2139_Basal_TCAG1Aligned_sortedByReadname_real_uniq.bam	WL699_none_na_NA_none_hsap_1487_TNFa.DMSO_TCAG1Aligned_sortedByReadname_real_uniq.bam	WL701_none_na_NA_none_hsap_2139_TNFa.DMSO_TCAG1Aligned_sortedByReadname_real_uniq.bam
NM_001202514	1.11970953090986	3.9776962293677	8.58509784154562	0.00338925178358978	0.0876274699270234	chr2	+	70142172	70170076	MXD1	27904	19026	2.98444581684222	3.35594005467096	4.02701628722502	4.51950389407057
NM_001202516	0.272413366144806	9.64429375579168	9.35097599686419	0.00222866753202972	0.0655385382626467	chr2	+	201980876	202037411	CFLAR	56535	22801	9.34327462452883	9.64785984625398	9.70625622280085	9.8320693800205
NM_001202544	-0.0145270461534718	6.39372287386651	0.00751895386980372	0.930900515987073	1	chr7	+	101459183	101927250	CUX1	468067	442471	6.57075329660889	6.13586616797597	6.41072039175878	6.29948698227758
NM_001202547	1.49897161713216	2.60276175729256	4.7670589723501	0.0290093415135098	0.315928187323531	chr14	-	70791797	70883807	SYNJ2BP-COX16	92010	6764	1.47925175072263	1.03253073205118	2.69539514878575	2.77585831678083
NM_001202550	0.270660865154075	7.95827123353415	5.72762298097798	0.0167000725549168	0.236240036248102	chr6	-	169857302	170102159	WDR27	244857	230732	7.8880321474253	7.71774858199541	8.260168816996	7.87007639498228
NM_001202553	1.13597931794221e-16	0.847704660240231	0	1	1	chr19	+	41281081	41283398	MIA	2317	165	-2.15229079618372	-2.15229079618372	-2.15229079618372	-2.15229079618372
NM_001202559	-0.0736266801060012	5.65528116192603	0.127371624282409	0.721172947728477	1	chr14	+	65381078	65529373	CHURC1-FNTB	148295	19964	5.56116914012357	5.72857170718622	5.48815005304601	5.65469840558545
NM_001202560	-0.170759879510596	5.1512392372871	0.487138141323292	0.48520669898697	0.970938329734043	chr7	+	73097897	73112551	WBSCR22	14654	8982	5.17425286158401	5.15897171551295	5.05628546602975	4.9309994857918
NM_001202855	1.13597931794221e-16	0.847704660240231	0	1	1	chr7	-	99354582	99381811	CYP3A4	27229	24435	-2.15229079618372	-2.15229079618372	-2.15229079618372	-2.15229079618372
NM_001203	-0.595405838960961	3.13307797515549	1.29763669400666	0.25464536025639	0.728597439586892	chr4	+	95679127	96079601	BMPR1B	400474	394434	3.26647720165874	2.90834648345811	1.53830794848055	3.12785946350557
NM_001203244	3.19685948528981	1.16967482028682	2.85387410266438	0.0911540388262707	0.539088554680419	chr10	+	102732285	102745373	SEMA4G	13088	4373	-2.15229079618372	-2.15229079618372	0.161112339983076	0.228016396653699
NM_001203251	0.0546167968164497	1.84776828310553	0.00321691622896225	0.954769942579247	1	chr17	+	43971747	44105699	MAPT	133952	112835	0.951348328528181	1.03253073205118	0.161112339983076	1.61530338572966
NM_001203258	-0.0512444356917057	7.75689075447953	0.166710870842302	0.683051658645947	1	chr14	+	105886185	105937057	MTA1	50872	45747	7.87233706479746	7.66047790646005	7.68411407885554	7.75471477354516
NM_001203262	0.044681014541636	1.16969279345409	0.000747141809786013	0.978193422749777	1	chr11	-	77726760	77791265	NDUFC2-KCTD14	64505	7116	-2.15229079618372	0.183051075411077	-2.15229079618372	0.228016396653699
NM_001203263	-0.159015485438853	4.50640843505168	0.269098384101974	0.603937225979942	1	chr3	+	9958757	9975305	IL17RC	16548	12026	4.18321302224445	4.73467942419336	3.85957758554409	4.68785578781002
NM_001204	0.136556907908894	9.94728120265393	8.41531991975215	0.00372072318070124	0.0929928937104979	chr2	+	203241049	203432474	BMPR2	191425	175790	10.0411844141369	9.68503030688564	10.1626337415538	9.8410280428873
NM_001204052	-0.0297597690152874	3.20503869479645	0.00352836156299974	0.952633502582193	1	chr6	+	46620651	46645927	SLC25A27	25276	21383	2.98444581684222	2.90834648345811	3.45197337955638	2.00361251362642
NM_001204062	-1.28626200529098	2.09546048664412	2.1362125613752	0.143856669905535	0.654225617138347	chr10	+	22605311	22620414	COMMD3-BMI1	15103	892	2.16888743487001	1.56361533171327	1.00815891186887	0.228016396653699
NM_001204087	-0.697445313576819	2.602317910826	1.11343907413035	0.291335590119997	0.771778740689426	chr1	-	154669941	154842754	KCNN3	172813	151767	2.81963766158303	1.95094006645758	2.22987213925378	1.08235641678151
NM_001204089	1.13597931794221e-16	0.847704660240231	0	1	1	chr1	+	19923470	19984949	MINOS1-NBL1	61479	13407	-2.15229079618372	-2.15229079618372	-2.15229079618372	-2.15229079618372
NM_001204102	1.13597931794221e-16	0.847704660240231	0	1	1	chr12	-	25261222	25348094	CASC1	86872	84070	-2.15229079618372	-2.15229079618372	-2.15229079618372	-2.15229079618372
NM_001204109	0.255079345336254	5.37128939499881	1.24683262103252	0.264158292845273	0.74218413348423	chr2	+	111878490	111926022	BCL2L11	47532	38032	5.17425286158401	5.19527047989007	5.59864566805424	5.25079825472442
NM_001204118	-2.29510343640415	1.01758049170621	1.3410761057697	0.246844283936021	0.713608227002027	chr19	+	14693895	14721956	CLEC17A	28061	24988	0.110118750191404	-2.15229079618372	-2.15229079618372	-2.15229079618372
NM_001204139	-0.0266545450449061	7.67292946048009	0.0614611979936159	0.804201186940791	1	chr18	-	47793251	47808144	MBD1	14893	9883	7.63873482457392	7.71149629450155	7.62005546934062	7.6767957417716
NM_001204144	0.0134542327298978	4.97740146621127	0.00263899975470494	0.959029736903928	1	chr7	+	18126571	18708466	HDAC9	581895	573339	4.87151156511887	4.91961426243761	4.55139256423631	5.21449091579822
NM_001204172	0.142959406775643	5.33196683534794	0.380706705913211	0.537225261809647	1	chr1	+	204485506	204527248	MDM4	41742	29125	5.20799115411175	5.19527047989007	5.13173403419025	5.54201359610553
NM_001204173	-0.241495543228104	4.07660576844259	0.454847181232149	0.500042048088582	0.984055239291237	chr8	+	67579786	67774257	C8orf44-SGK3	194471	31219	3.96379499721637	4.13102730565254	3.56516750630149	4.02781907522842
NM_001204178	-2.30059749864683	1.01764188899841	1.34667610681054	0.245860045870612	0.713608227002027	chr21	+	19289656	19639687	CHODL	350031	342450	-2.15229079618372	0.183051075411077	-2.15229079618372	-2.15229079618372
NM_001204180	-0.325401018108322	4.46170261743202	1.08525866016264	0.29752412925232	0.78059050103604	chr8	-	124238428	124286727	ZHX1-C8orf76	48299	7051	4.73931753466836	4.20410144824842	4.49536256622237	3.75196839838619
NM_001204182	-0.29236377177307	6.27773579420955	2.98928900794028	0.083816962078593	0.533993121046372	chr1	-	211831598	211848972	NEK2	17374	14098	6.3467679308451	6.42283357328664	6.08974563689678	6.09500191560527
NM_001204184	2.34300422775739	1.01767751182839	1.42401811052013	0.23274317239051	0.713608227002027	chr1	+	3569128	3652765	TP73	83637	76870	-2.15229079618372	-2.15229079618372	-2.15229079618372	0.228016396653699
NM_001204199	-0.453207388034569	7.06561928993442	5.9634609865549	0.0146053432171758	0.218149858903529	chr5	+	112196884	112228776	SRP19	31892	13685	7.12397601147285	7.3742091910566	6.97917111270074	6.59610516930602
NM_001204204	0.152593369034093	5.66184661552612	0.524382611966562	0.468978148329317	0.9555897279812	chr22	+	30792929	30821291	SEC14L2	28362	17690	5.61245823750437	5.45682778790822	5.51657742235181	5.85667015771783
NM_001204212	1.13597931794221e-16	0.847704660240231	0	1	1	chr17	+	76227390	76237068	TMEM235	9678	6709	-2.15229079618372	-2.15229079618372	-2.15229079618372	-2.15229079618372
NM_001204218	1.13597931794221e-16	0.847704660240231	0	1	1	chr12	-	117645946	117799607	NOS1	153661	140619	-2.15229079618372	-2.15229079618372	-2.15229079618372	-2.15229079618372
NM_001204240	1.79571154463469	5.13505920328611	44.7701942429113	2.21569938984062e-11	3.01674619344187e-09	chr22	-	30687978	30722955	TBC1D10A	34977	24645	3.96379499721637	3.88656864899812	5.45915126253712	5.94795593771555
NM_001204255	-0.0621572896563709	7.31180563261722	0.175150123222902	0.675574710645699	1	chr4	-	77079891	77135052	SCARB2	55161	47811	7.15024523922021	7.49561308586039	7.29033101407068	7.23535967703183
NM_001204268	1.13597931794221e-16	0.847704660240231	0	1	1	chr11	-	117690789	117747746	FXYD6-FXYD2	56957	8883	-2.15229079618372	-2.15229079618372	-2.15229079618372	-2.15229079618372
NM_001204269	1.13597931794221e-16	0.847704660240231	0	1	1	chr1	-	111136201	111174096	KCNA2	37895	35075	-2.15229079618372	-2.15229079618372	-2.15229079618372	-2.15229079618372
NM_001204295	0.0512891020359855	1.16957786446269	0.000984687088049748	0.974966710967885	1	chr1	-	155158299	155162706	MUC1	4407	522	0.110118750191404	-2.15229079618372	0.161112339983076	-2.15229079618372
NM_001204299	0.0585967634635941	3.54842315328118	0.0180529580842223	0.893116884732347	1	chr12	+	124457761	124800570	ZNF664-FAM101A	342809	270593	2.98444581684222	3.59206327852463	3.04678773429837	3.64690499120416
NM_001204306	1.13597931794221e-16	0.847704660240231	0	1	1	chr4	-	72607410	72671237	GC	63827	61533	-2.15229079618372	-2.15229079618372	-2.15229079618372	-2.15229079618372
NM_001204354	1.13597931794221e-16	0.847704660240231	0	1	1	chr4	-	167654535	168155741	SPOCK3	501206	496412	-2.15229079618372	-2.15229079618372	-2.15229079618372	-2.15229079618372
NM_001204367	0.168352268500466	5.61557364964235	0.642069928907737	0.422962238429384	0.913936425114039	chr4	+	140586921	140661899	MGST2	74978	49797	5.56116914012357	5.39574848013702	5.84271130794668	5.41977587935362
NM_001204376	-0.794677446122094	1.30708585862764	0.296882096197899	0.585843701083427	1	chr5	+	32710742	32791830	NPR3	81088	72008	0.951348328528181	-2.15229079618372	-2.15229079618372	0.228016396653699
NM_001204401	0.162510345225944	5.70610302592416	0.627913331541929	0.428121752168164	0.919005663300079	chrX	+	122993661	123047829	XIAP	54168	45550	5.61245823750437	5.54385590065651	5.59864566805424	5.88003879493525
NM_001204403	0.263094982637455	5.89256549821649	1.85333220750978	0.173396335752971	0.710879653798396	chr10	-	61786055	62493284	ANK3	707229	677899	5.77884248600259	5.65228424135647	5.88693405093308	6.07489090248405
NM_001204406	0.0479743268748182	1.16963921956161	0.000863468425653657	0.976557668888282	1	chr13	+	31287614	31338565	ALOX5AP	50951	49680	-2.15229079618372	0.183051075411077	0.161112339983076	-2.15229079618372
NM_001204408	-0.0314842400766697	9.4540622314354	0.123175650803145	0.725615440300387	1	chr17	+	75084724	75213181	SEC14L1	128457	103983	9.47554791418147	9.45550640439647	9.35521011621458	9.51322251921087
NM_001204423	-2.30059749864683	1.01764188899841	1.34667610681054	0.245860045870612	0.713608227002027	chr14	+	72398816	73033238	RGS6	634422	615663	-2.15229079618372	0.183051075411077	-2.15229079618372	-2.15229079618372
NM_001204425	0.194253926333241	2.70568247653806	0.0980532071850853	0.754178488538015	1	chr13	+	103459495	103528351	BIVM-ERCC5	68856	4302	2.81963766158303	1.03253073205118	1.53830794848055	2.9625679000368
NM_001204459	4.11596119429397	1.43275118157337	5.70225835047686	0.0169430988922778	0.236240036248102	chr13	+	24144508	24250244	TNFRSF19	105736	96389	-2.15229079618372	-2.15229079618372	1.00815891186887	1.08235641678151
NM_001204467	0.132454685265033	6.2986160221853	0.556946202372728	0.455493287477623	0.93995318303267	chrX	+	47004616	47046214	RBM10	41598	36073	6.39150009451137	5.97813908069707	6.31685535689165	6.35056856473618
NM_001204478	0.0476321662422906	5.7374199418891	0.0560623781641438	0.812831384032748	1	chr17	-	15339331	15466945	TVP23C-CDRT4	127614	31601	5.39536070507608	5.91424274193539	5.51657742235181	5.90303493484848
NM_001204492	-0.167740880940409	5.82005468553528	0.728609630261293	0.393334232985484	0.882779862042811	chr10	-	75572258	75634349	CAMK2G	62091	50519	5.63743484075831	6.05915705176277	5.36848442776351	5.96990258678737
NM_001204504	0.0302570746041108	7.92551645124932	0.091906047594513	0.761767852874572	1	chr13	+	42614171	42817033	DGKH	202862	184243	7.92400333166701	7.87706544748819	7.9829867040159	7.87589988019554
NM_001204513	-0.794677446122094	1.30708585862764	0.296882096197899	0.585843701083427	1	chr7	+	5085451	5112854	RBAK-RBAKDN	27403	2571	0.951348328528181	-2.15229079618372	-2.15229079618372	0.228016396653699
NM_001204527	0.104392375898856	5.86914791498609	0.291845744319876	0.58904015462473	1	chrX	+	153059629	153063967	SSR4	4338	448	5.96793809967799	5.54385590065651	6.14541790614641	5.54201359610553
NM_001204744	1.13597931794221e-16	0.847704660240231	0	1	1	chr16	-	66942024	66952887	CDH16	10863	7207	-2.15229079618372	-2.15229079618372	-2.15229079618372	-2.15229079618372
NM_001204811	1.13597931794221e-16	0.847704660240231	0	1	1	chrX	-	151282520	151307050	MAGEA10-MAGEA5	24530	15246	-2.15229079618372	-2.15229079618372	-2.15229079618372	-2.15229079618372
NM_001204813	-0.349588403709498	7.98378843317373	4.98302720015279	0.0255971552436157	0.292910687416372	chr6	+	86159301	86205509	NT5E	46208	41964	8.09152220120859	8.17392026020785	7.97276391147897	7.58022964440058
NM_001204818	-0.257642086831335	7.55623560946824	5.15299777440797	0.0232062763955007	0.27670348840295	chr19	+	58341661	58357606	ZNF587B	15945	12282	7.90869679898536	7.35828938253109	7.67783470705338	7.06230300416927
NM_001204832	0.0252127573669238	6.80010775768957	0.0250686121596022	0.874196214166	1	chr3	-	43407817	43663560	ANO10	255743	250665	6.71851881392654	6.80986708893047	6.52706899899366	7.03132889708614
NM_001204839	-0.0111311472665063	5.22242321016639	0.00216105194355443	0.962922003017268	1	chr19	+	37407230	37488834	ZNF568	81604	71587	5.3355677987114	4.96236756554981	5.16802846968315	5.13901446207505
NM_001204848	0.056466397795681	1.84771491049056	0.00344047443883445	0.953226458241371	1	chr1	+	151129104	151142773	TNFAIP8L2-SCNM1	13669	73	0.951348328528181	1.03253073205118	1.00815891186887	1.08235641678151
NM_001204871	1.52819626454337	2.9775531965789	6.7981898601824	0.00912503406285156	0.170041887508966	chr7	-	43906156	43946231	URGCP-MRPS24	40075	6347	2.16888743487001	1.03253073205118	1.53830794848055	4.02781907522842
NM_001204890	-0.203196392621932	4.25676972281377	0.366369256724679	0.544990016478629	1	chr3	-	128806411	128880073	ISY1-RAB43	73662	5265	4.24951495369546	4.20410144824842	4.31289880225207	3.64690499120416
NM_001204963	-0.145081400784178	4.40187191450388	0.205556888763843	0.650272384828099	1	chr1	+	164528596	164821060	PBX1	292464	260950	4.37362327170938	4.34000335684621	4.60532763072292	3.64690499120416
NM_001205	-0.0629802810291678	5.46224293102927	0.0816112551443073	0.775125647145351	1	chr5	+	172571444	172591390	BNIP1	19946	18558	5.42435282450328	5.45682778790822	5.45915126253712	5.2862142569772
NM_001205028	-0.214686023938969	5.21333350298625	0.801037820276701	0.370783259368539	0.861268696459436	chr12	-	68688345	68726161	MDM1	37816	32811	5.42435282450328	5.04425127881229	5.16802846968315	4.88553894171402
NM_001205119	0.0131174455955174	7.13356670257843	0.0104905051940885	0.918420795546214	1	chr11	+	46638825	46697568	ATG13	58743	52669	7.06995752178118	7.15214276549442	7.06828410134928	7.17994902564345
NM_001205194	0.172162421231755	8.86789998478402	2.15661279360027	0.141957316250799	0.650354822953522	chr3	-	168801286	169381563	MECOM	580277	564905	8.90288046797697	8.63676208137231	8.93574008856127	8.95439866468362
NM_001205201	-2.30059749864683	1.01764188899841	1.34667610681054	0.245860045870612	0.713608227002027	chrX	-	153498929	153523564	TEX28	24635	22890	-2.15229079618372	0.183051075411077	-2.15229079618372	-2.15229079618372
NM_001205220	1.13597931794221e-16	0.847704660240231	0	1	1	chr6	-	49801978	49844809	CRISP1	42831	40864	-2.15229079618372	-2.15229079618372	-2.15229079618372	-2.15229079618372
NM_001205250	-2.30059749864683	1.01764188899841	1.34667610681054	0.245860045870612	0.713608227002027	chr5	-	131285666	131347761	ACSL6	62095	53548	-2.15229079618372	0.183051075411077	-2.15229079618372	-2.15229079618372
NM_001205252	1.13597931794221e-16	0.847704660240231	0	1	1	chr1	-	1007125	1009687	RNF223	2562	1440	-2.15229079618372	-2.15229079618372	-2.15229079618372	-2.15229079618372
NM_001205266	1.13597931794221e-16	0.847704660240231	0	1	1	chr8	-	7272384	7274354	DEFB4B	1970	1672	-2.15229079618372	-2.15229079618372	-2.15229079618372	-2.15229079618372
NM_001205271	1.13597931794221e-16	0.847704660240231	0	1	1	chr3	-	46761072	46777921	PRSS46	16849	15860	-2.15229079618372	-2.15229079618372	-2.15229079618372	-2.15229079618372
NM_001205272	1.4291125515185	1.43276913179478	1.1262269666147	0.288581566963563	0.769612112012755	chr3	+	42977833	42984283	KRBOX1	6450	3441	-2.15229079618372	0.183051075411077	0.161112339983076	1.08235641678151
NM_001205280	0.224362533221808	3.73076193389116	0.303482549060703	0.581707367539564	1	chr19	+	45116939	45140081	IGSF23	23142	22070	3.26647720165874	3.59206327852463	3.04678773429837	4.10917545215697
NM_001205281	0.220973000738915	3.30751630270458	0.21106365330745	0.645934997863017	1	chr19	-	46984044	47104457	PPP5D1	120413	109824	1.86489050793469	3.59206327852463	3.04678773429837	3.27614506233883
NM_001205315	2.34852369265661	1.01762390466753	1.4298559535861	0.231787948369188	0.713608227002027	chr7	-	87905743	87936228	STEAP4	30485	25908	-2.15229079618372	-2.15229079618372	0.161112339983076	-2.15229079618372
NM_001206	0.717481445911582	3.97726407648021	3.65859150952917	0.0557807697518704	0.430024249088109	chr9	-	72999512	73029573	KLF9	30061	24853	3.60715537653411	3.22160285354168	4.02701628722502	4.25929676673689
NM_001206389	1.13597931794221e-16	0.847704660240231	0	1	1	chr10	-	103529886	103540126	FGF8	10240	9130	-2.15229079618372	-2.15229079618372	-2.15229079618372	-2.15229079618372
NM_001206480	0.23637246277682	6.91947232606829	2.67679793190723	0.101820276740141	0.550251253493927	chr7	-	36892510	37488929	ELMO1	596419	569524	6.88419375568537	6.66208113518923	6.9893487645295	7.04172766388602
NM_001206491	-0.308328481110114	3.40226479643594	0.441621018709735	0.506341094618442	0.990677564079634	chr20	+	3827445	3856770	MAVS	29325	14849	3.38919485561989	3.22160285354168	2.69539514878575	3.27614506233883
NM_001206559	-0.068790645099429	7.39786198560266	0.239463209277515	0.624594082354159	1	chr13	+	28194879	28241559	POLR1D	46680	40544	7.37478885959511	7.45876009080122	7.47549445488601	7.20792035970229
NM_001206626	1.13597931794221e-16	0.847704660240231	0	1	1	chr11	+	49053151	49059529	TRIM49B	6378	4998	-2.15229079618372	-2.15229079618372	-2.15229079618372	-2.15229079618372
NM_001206631	1.13597931794221e-16	0.847704660240231	0	1	1	chr11	-	49075265	49080664	TRIM64C	5399	4046	-2.15229079618372	-2.15229079618372	-2.15229079618372	-2.15229079618372
NM_001206641	-0.0506396607569618	3.705360712222	0.0151594280763434	0.902009200213943	1	chr1	+	234509182	234519795	COA6	10613	9337	3.96379499721637	2.90834648345811	3.56516750630149	3.41059985844075
NM_001206653	0.242961401461579	7.70074304881982	4.94815088448127	0.0261185896771886	0.295747920536536	chr1	+	87170252	87213867	SH3GLB1	43615	37127	7.56253966079564	7.56660972381785	7.7514413350216	7.86422930778017
NM_001206665	2.09555924348818	2.09565046754736	5.07441719603101	0.0242814335244753	0.282719615306011	chr1	-	160061128	160068618	IGSF8	7490	1542	0.110118750191404	0.183051075411077	2.69539514878575	1.08235641678151
NM_001206670	1.13597931794221e-16	0.847704660240231	0	1	1	chr15	-	42273779	42342901	PLA2G4E	69122	50635	-2.15229079618372	-2.15229079618372	-2.15229079618372	-2.15229079618372
NM_001206736	0.265303557174611	6.77429623980162	2.0362258118797	0.153590316585455	0.671899698760713	chr20	-	1422806	1448337	NSFL1C	25531	19170	6.97517342587446	6.15442267567763	6.95859784482698	6.76879060911366
NM_001206739	-0.0386148940175198	6.31635899135229	0.033144604832632	0.855538309309833	1	chr1	-	63906440	63988944	ITGB3BP	82504	80676	5.88693854134838	6.66208113518923	6.26752868736106	6.24653015131064
NM_001206741	1.13597931794221e-16	0.847704660240231	0	1	1	chr1	+	209859524	209908295	HSD11B1	48771	47184	-2.15229079618372	-2.15229079618372	-2.15229079618372	-2.15229079618372
NM_001206744	1.13597931794221e-16	0.847704660240231	0	1	1	chr2	+	1417232	1546499	TPO	129267	123343	-2.15229079618372	-2.15229079618372	-2.15229079618372	-2.15229079618372
NM_001206789	1.13597931794221e-16	0.847704660240231	0	1	1	chr11	-	117771355	117800168	TMPRSS13	28813	23935	-2.15229079618372	-2.15229079618372	-2.15229079618372	-2.15229079618372
NM_001206833	0.788242075195099	4.98788280841819	9.04698952741455	0.00263127732818857	0.0734278597219961	chr11	+	65479472	65487077	KAT5	7605	2388	4.48789568448876	4.46419820006904	5.27173520794159	5.25079825472442
NM_001206841	-0.237837962244039	4.4173057266793	0.565538114722583	0.452037418417021	0.937192264155431	chr2	-	85545140	85555419	TGOLN2	10279	3105	4.48789568448876	4.34000335684621	4.24656196647965	4.10917545215697
NM_001206850	-0.339726577016061	2.30699325742632	0.2039896204551	0.651519629819828	1	chrY	+	16634487	16955848	NLGN4Y	321361	304392	2.4198427053748	1.03253073205118	1.53830794848055	1.61530338572966
NM_001206864	0.0362494465353453	4.78977168708534	0.0171496190907785	0.895809676058902	1	chr2	+	202316391	202345574	STRADB	29183	26860	4.91301494532961	4.4034367848805	4.8924080225692	4.51950389407057
NM_001206878	0.175122921650063	5.85937190112718	0.823651486187809	0.364114715669787	0.855098050635825	chr2	+	219263060	219270664	CTDSP1	7604	4726	5.70987050225186	5.75313001762398	5.84271130794668	5.96990258678737
NM_001206881	0.044681014541636	1.16969279345409	0.000747141809786013	0.978193422749777	1	chr11	-	10594637	10715535	MRVI1	120898	91274	-2.15229079618372	0.183051075411077	-2.15229079618372	0.228016396653699
NM_001206897	-0.386313672828477	3.57570717455812	0.78793160770282	0.374726295563698	0.864985513809394	chr15	-	58245621	58358121	ALDH1A2	112500	105030	2.98444581684222	3.97274014568887	3.32913604566826	2.9625679000368
NM_001206901	-0.0573587829162811	7.68597151175222	0.257758820545317	0.61166407272041	1	chr7	+	27778991	27869386	TAX1BP1	90395	83949	7.58838777144719	7.81426690224702	7.61349034827784	7.6767957417716
NM_001206917	-0.40402919962588	5.75951418566089	3.918331425877	0.047762263259429	0.395667463498008	chr12	+	49208214	49222726	CACNB3	14512	8143	5.94811055322246	5.84738478678128	5.7258335221666	5.21449091579822
NM_001206920	-3.14361852293685	1.16959583643796	2.68775226238256	0.101122370979615	0.549534054535901	chr14	-	58030639	58332592	SLC35F4	301953	298832	0.110118750191404	0.183051075411077	-2.15229079618372	-2.15229079618372
NM_001206925	1.13597931794221e-16	0.847704660240231	0	1	1	chr3	+	121774208	121839988	CD86	65780	62858	-2.15229079618372	-2.15229079618372	-2.15229079618372	-2.15229079618372
NM_001206927	-0.407345868154954	2.16978783352544	0.253455621628292	0.614652310220275	1	chr6	+	38683116	38998574	DNAH8	315458	255904	0.110118750191404	2.50764702420771	1.00815891186887	1.61530338572966
NM_001206938	-0.286386036103097	5.94454200396209	2.29744965382358	0.129586618792709	0.623238364826173	chr7	-	143548460	143599278	FAM115A	50818	44858	6.22022244032579	5.82439208685045	5.86499211705343	5.62734155299326
NM_001206942	-0.330841881534633	1.75455784781286	0.104136813120172	0.746920664707818	1	chr3	-	47603727	47621730	CSPG5	18003	11589	0.951348328528181	1.03253073205118	1.00815891186887	0.228016396653699
NM_001206947	0.114667846173205	8.91583725668618	2.27727020074189	0.131282763162497	0.626215160738791	chr11	-	85668213	85780923	PICALM	112710	103105	8.86901058732821	8.83671058828495	9.02749170992874	8.90399251051759
NM_001206961	0.613444742958145	2.01767402467121	0.4869760256528	0.485279340023227	0.970938329734043	chr3	+	119316694	119348658	PLA1A	31964	30043	1.47925175072263	0.183051075411077	1.00815891186887	2.00361251362642
NM_001206979	1.13597931794221e-16	0.847704660240231	0	1	1	chr12	+	100867550	100957645	NR1H4	90095	87501	-2.15229079618372	-2.15229079618372	-2.15229079618372	-2.15229079618372
NM_001206994	3.19955197752787	1.16962124705319	2.85695887338005	0.0909793550786262	0.539088554680419	chr4	-	6322304	6565327	PPP2R2C	243023	231550	-2.15229079618372	-2.15229079618372	1.00815891186887	-2.15229079618372
NM_001206997	-0.656600884423588	2.84731992591846	1.23085426293373	0.267240968586602	0.74785832465566	chr4	+	81256873	81884910	C4orf22	628037	624194	3.38919485561989	1.56361533171327	2.22987213925378	2.00361251362642
NM_001206998	-0.0151783618835424	4.74181432629069	0.00289862526950979	0.95706353066797	1	chr22	+	29279754	29453476	ZNRF3	173722	160474	4.99260289381977	4.20410144824842	4.8924080225692	4.32887886598774
NM_001207	0.186267582198636	6.10949011025452	1.09453274689412	0.295469076429135	0.777914493966888	chr5	+	72794249	72801448	BTF3	7199	5186	6.11745136190094	5.82439208685045	6.26752868736106	6.05449557604504
NM_001207000	-0.0407815441171344	7.36219003958561	0.0935306176326556	0.759735792511261	1	chr4	-	83343716	83351378	HNRNPDL	7662	2367	7.41145150621508	7.31770390839439	7.50416981867059	7.12232487821628
NM_001207004	1.13597931794221e-16	0.847704660240231	0	1	1	chr4	+	70146216	70160768	UGT2B28	14552	12719	-2.15229079618372	-2.15229079618372	-2.15229079618372	-2.15229079618372
NM_001207005	-0.155352432533664	2.23998093905099	0.0401558765633321	0.841176117366935	1	chr19	+	44764032	44779470	ZNF233	15438	11593	2.16888743487001	1.03253073205118	1.00815891186887	2.00361251362642
NM_001207006	1.13597931794221e-16	0.847704660240231	0	1	1	chr4	-	123533782	123542212	IL21	8430	5898	-2.15229079618372	-2.15229079618372	-2.15229079618372	-2.15229079618372
NM_001207008	0.05889894997152	8.12777802312614	0.261020050053157	0.609420231347719	1	chr6	+	168227670	168372700	MLLT4	145030	130537	8.18342703311634	7.97948566343927	8.35767107794923	7.90466983951836
NM_001207010	0.898174656958143	1.30719052639927	0.381465312856054	0.536820067189101	1	chr12	+	10103914	10138194	CLEC12A	34280	30167	-2.15229079618372	0.183051075411077	0.161112339983076	0.228016396653699
NM_001207011	1.13597931794221e-16	0.847704660240231	0	1	1	chr9	-	34551429	34590138	CNTFR	38709	17874	-2.15229079618372	-2.15229079618372	-2.15229079618372	-2.15229079618372
NM_001207012	-0.830346728338481	6.10636008867625	12.4312869227039	0.000422200872215326	0.0169311575430198	chr14	-	75408532	75422467	PGF	13935	7917	6.88419375568537	5.75313001762398	5.62499610226472	5.4821889814535
NM_001207020	-2.29510343640415	1.01758049170621	1.3410761057697	0.246844283936021	0.713608227002027	chr22	-	42305557	42310671	SHISA8	5114	3709	0.110118750191404	-2.15229079618372	-2.15229079618372	-2.15229079618372
NM_001207023	1.13597931794221e-16	0.847704660240231	0	1	1	chr3	+	51860898	51864874	IQCF3	3976	2559	-2.15229079618372	-2.15229079618372	-2.15229079618372	-2.15229079618372
NM_001207030	1.13597931794221e-16	0.847704660240231	0	1	1	chr16	-	53403273	53405041	LOC643802	1768	424	-2.15229079618372	-2.15229079618372	-2.15229079618372	-2.15229079618372
NM_001207034	-0.132349804933116	5.80209966949257	0.452099001760566	0.50133985370355	0.985460560027598	chr16	+	30772932	30787628	RNF40	14696	6816	5.70987050225186	5.93585748941522	5.62499610226472	5.7592158076195
NM_001207035	1.1416165110057	2.60289321058395	2.89939678010844	0.0886127074860645	0.539088554680419	chr6	-	36321997	36355577	ETV7	33580	31334	0.951348328528181	1.95094006645758	2.22987213925378	2.9625679000368
NM_001207043	1.13597931794221e-16	0.847704660240231	0	1	1	chr6	+	29759682	29765584	LOC554223	5902	403	-2.15229079618372	-2.15229079618372	-2.15229079618372	-2.15229079618372
NM_001207052	1.13597931794221e-16	0.847704660240231	0	1	1	chr22	+	21821458	21824224	TMEM191C	2766	491	-2.15229079618372	-2.15229079618372	-2.15229079618372	-2.15229079618372
